,County,Year,County_Population,Date,Metro,State,Month,Rent,Med_Monthly_Income
237,"Aiken County, South Carolina",2016,167458,2016/10/1,"Augusta, South Carolina",South Carolina,10,790.5555556,3828.75
238,"Aiken County, South Carolina",2016,167458,2016/7/1,"Augusta, South Carolina",South Carolina,7,812.3333333,3828.75
239,"Aiken County, South Carolina",2016,167458,2016/4/1,"Augusta, South Carolina",South Carolina,4,843.6666667,3828.75
240,"Aiken County, South Carolina",2016,167458,2016/2/1,"Augusta, South Carolina",South Carolina,2,832.5555556,3828.75
241,"Alachua County, Florida",2013,253451,2013/4/1,"Gainesville, Florida",Florida,4,1108.285714,3204.5
242,"Alachua County, Florida",2013,253451,2013/6/1,"Gainesville, Florida",Florida,6,1110,3204.5
243,"Alachua County, Florida",2013,253451,2013/11/1,"Gainesville, Florida",Florida,11,1136.428571,3204.5
244,"Alachua County, Florida",2013,253451,2013/8/1,"Gainesville, Florida",Florida,8,1113.714286,3204.5
245,"Alachua County, Florida",2013,253451,2013/12/1,"Gainesville, Florida",Florida,12,1143.571429,3204.5
246,"Alachua County, Florida",2013,253451,2013/10/1,"Gainesville, Florida",Florida,10,1127.714286,3204.5
247,"Alachua County, Florida",2013,253451,2013/9/1,"Gainesville, Florida",Florida,9,1119.857143,3204.5
248,"Alachua County, Florida",2013,253451,2013/3/1,"Gainesville, Florida",Florida,3,1105.285714,3204.5
249,"Alachua County, Florida",2013,253451,2013/7/1,"Gainesville, Florida",Florida,7,1110.428571,3204.5
250,"Alachua County, Florida",2013,253451,2013/2/1,"Gainesville, Florida",Florida,2,1100.142857,3204.5
251,"Alachua County, Florida",2013,253451,2013/1/1,"Gainesville, Florida",Florida,1,1096.571429,3204.5
252,"Alachua County, Florida",2013,253451,2013/5/1,"Gainesville, Florida",Florida,5,1109.714286,3204.5
253,"Alachua County, Florida",2014,256380,2014/9/1,"Gainesville, Florida",Florida,9,1154.142857,3769
254,"Alachua County, Florida",2014,256380,2014/5/1,"Gainesville, Florida",Florida,5,1150.142857,3769
255,"Alachua County, Florida",2014,256380,2014/11/1,"Gainesville, Florida",Florida,11,1158.285714,3769
256,"Alachua County, Florida",2014,256380,2014/4/1,"Gainesville, Florida",Florida,4,1152,3769
257,"Alachua County, Florida",2014,256380,2014/10/1,"Gainesville, Florida",Florida,10,1155.857143,3769
258,"Alachua County, Florida",2014,256380,2014/2/1,"Gainesville, Florida",Florida,2,1151.857143,3769
259,"Alachua County, Florida",2014,256380,2014/6/1,"Gainesville, Florida",Florida,6,1150,3769
260,"Alachua County, Florida",2014,256380,2014/3/1,"Gainesville, Florida",Florida,3,1151.857143,3769
261,"Alachua County, Florida",2014,256380,2014/1/1,"Gainesville, Florida",Florida,1,1147.142857,3769
262,"Alachua County, Florida",2014,256380,2014/8/1,"Gainesville, Florida",Florida,8,1151.857143,3769
263,"Alachua County, Florida",2014,256380,2014/7/1,"Gainesville, Florida",Florida,7,1150.428571,3769
264,"Alachua County, Florida",2014,256380,2014/12/1,"Gainesville, Florida",Florida,12,1159.857143,3769
265,"Alachua County, Florida",2015,259964,2015/10/1,"Gainesville, Florida",Florida,10,1209.428571,3991.25
266,"Alachua County, Florida",2015,259964,2015/1/1,"Gainesville, Florida",Florida,1,1161,3991.25
267,"Alachua County, Florida",2015,259964,2015/6/1,"Gainesville, Florida",Florida,6,1181.428571,3991.25
268,"Alachua County, Florida",2015,259964,2015/2/1,"Gainesville, Florida",Florida,2,1165.571429,3991.25
269,"Alachua County, Florida",2015,259964,2015/3/1,"Gainesville, Florida",Florida,3,1168.285714,3991.25
270,"Alachua County, Florida",2015,259964,2015/5/1,"Gainesville, Florida",Florida,5,1175.142857,3991.25
271,"Alachua County, Florida",2015,259964,2015/11/1,"Gainesville, Florida",Florida,11,1209.428571,3991.25
272,"Alachua County, Florida",2015,259964,2015/4/1,"Gainesville, Florida",Florida,4,1170.857143,3991.25
273,"Alachua County, Florida",2015,259964,2015/8/1,"Gainesville, Florida",Florida,8,1200.285714,3991.25
274,"Alachua County, Florida",2015,259964,2015/12/1,"Gainesville, Florida",Florida,12,1210,3991.25
275,"Alachua County, Florida",2015,259964,2015/9/1,"Gainesville, Florida",Florida,9,1207,3991.25
276,"Alachua County, Florida",2015,259964,2015/7/1,"Gainesville, Florida",Florida,7,1190.714286,3991.25
277,"Alachua County, Florida",2016,263496,2016/4/1,"Gainesville, Florida",Florida,4,1216.285714,3775.333333
278,"Alachua County, Florida",2016,263496,2016/9/1,"Gainesville, Florida",Florida,9,1217,3775.333333
279,"Alachua County, Florida",2016,263496,2016/6/1,"Gainesville, Florida",Florida,6,1221,3775.333333
280,"Alachua County, Florida",2016,263496,2016/5/1,"Gainesville, Florida",Florida,5,1219.142857,3775.333333
281,"Alachua County, Florida",2016,263496,2016/1/1,"Gainesville, Florida",Florida,1,1210.428571,3775.333333
282,"Alachua County, Florida",2016,263496,2016/10/1,"Gainesville, Florida",Florida,10,1217.714286,3775.333333
283,"Alachua County, Florida",2016,263496,2016/11/1,"Gainesville, Florida",Florida,11,1219.428571,3775.333333
284,"Alachua County, Florida",2016,263496,2016/2/1,"Gainesville, Florida",Florida,2,1212.714286,3775.333333
285,"Alachua County, Florida",2016,263496,2016/3/1,"Gainesville, Florida",Florida,3,1213.142857,3775.333333
286,"Alachua County, Florida",2016,263496,2016/7/1,"Gainesville, Florida",Florida,7,1219.714286,3775.333333
287,"Alachua County, Florida",2016,263496,2016/12/1,"Gainesville, Florida",Florida,12,1222.571429,3775.333333
288,"Alachua County, Florida",2016,263496,2016/8/1,"Gainesville, Florida",Florida,8,1218.142857,3775.333333
289,"Alamance County, North Carolina",2013,154378,2013/4/1,"Burlington, North Carolina",North Carolina,4,837.5,3542.666667
290,"Alamance County, North Carolina",2013,154378,2013/10/1,"Burlington, North Carolina",North Carolina,10,856.5,3542.666667
291,"Alamance County, North Carolina",2013,154378,2013/11/1,"Burlington, North Carolina",North Carolina,11,867.875,3542.666667
292,"Alamance County, North Carolina",2013,154378,2013/2/1,"Burlington, North Carolina",North Carolina,2,858,3542.666667
293,"Alamance County, North Carolina",2013,154378,2013/12/1,"Burlington, North Carolina",North Carolina,12,872.875,3542.666667
294,"Alamance County, North Carolina",2013,154378,2013/3/1,"Burlington, North Carolina",North Carolina,3,847.5,3542.666667
295,"Alamance County, North Carolina",2013,154378,2013/5/1,"Burlington, North Carolina",North Carolina,5,833,3542.666667
296,"Alamance County, North Carolina",2013,154378,2013/1/1,"Burlington, North Carolina",North Carolina,1,867.125,3542.666667
297,"Alamance County, North Carolina",2013,154378,2013/7/1,"Burlington, North Carolina",North Carolina,7,832.375,3542.666667
298,"Alamance County, North Carolina",2013,154378,2013/6/1,"Burlington, North Carolina",North Carolina,6,829.75,3542.666667
299,"Alamance County, North Carolina",2013,154378,2013/9/1,"Burlington, North Carolina",North Carolina,9,844.75,3542.666667
300,"Alamance County, North Carolina",2013,154378,2013/8/1,"Burlington, North Carolina",North Carolina,8,834.875,3542.666667
301,"Alamance County, North Carolina",2014,155792,2014/2/1,"Burlington, North Carolina",North Carolina,2,874,3298
302,"Alamance County, North Carolina",2014,155792,2014/9/1,"Burlington, North Carolina",North Carolina,9,880.625,3298
303,"Alamance County, North Carolina",2014,155792,2014/11/1,"Burlington, North Carolina",North Carolina,11,886.375,3298
304,"Alamance County, North Carolina",2014,155792,2014/10/1,"Burlington, North Carolina",North Carolina,10,884.625,3298
305,"Alamance County, North Carolina",2014,155792,2014/8/1,"Burlington, North Carolina",North Carolina,8,879,3298
306,"Alamance County, North Carolina",2014,155792,2014/7/1,"Burlington, North Carolina",North Carolina,7,879,3298
307,"Alamance County, North Carolina",2014,155792,2014/6/1,"Burlington, North Carolina",North Carolina,6,881.5,3298
308,"Alamance County, North Carolina",2014,155792,2014/5/1,"Burlington, North Carolina",North Carolina,5,883.5,3298
309,"Alamance County, North Carolina",2014,155792,2014/12/1,"Burlington, North Carolina",North Carolina,12,892.625,3298
310,"Alamance County, North Carolina",2014,155792,2014/3/1,"Burlington, North Carolina",North Carolina,3,878,3298
311,"Alamance County, North Carolina",2014,155792,2014/1/1,"Burlington, North Carolina",North Carolina,1,872.25,3298
312,"Alamance County, North Carolina",2014,155792,2014/4/1,"Burlington, North Carolina",North Carolina,4,882.75,3298
313,"Alamance County, North Carolina",2015,158276,2015/3/1,"Burlington, North Carolina",North Carolina,3,912.5,3295.083333
314,"Alamance County, North Carolina",2015,158276,2015/8/1,"Burlington, North Carolina",North Carolina,8,931.25,3295.083333
315,"Alamance County, North Carolina",2015,158276,2015/11/1,"Burlington, North Carolina",North Carolina,11,901.875,3295.083333
316,"Alamance County, North Carolina",2015,158276,2015/4/1,"Burlington, North Carolina",North Carolina,4,915.375,3295.083333
317,"Alamance County, North Carolina",2015,158276,2015/12/1,"Burlington, North Carolina",North Carolina,12,893.875,3295.083333
318,"Alamance County, North Carolina",2015,158276,2015/7/1,"Burlington, North Carolina",North Carolina,7,934.375,3295.083333
319,"Alamance County, North Carolina",2015,158276,2015/1/1,"Burlington, North Carolina",North Carolina,1,899.375,3295.083333
320,"Alamance County, North Carolina",2015,158276,2015/6/1,"Burlington, North Carolina",North Carolina,6,931.5,3295.083333
321,"Alamance County, North Carolina",2015,158276,2015/5/1,"Burlington, North Carolina",North Carolina,5,922.75,3295.083333
322,"Alamance County, North Carolina",2015,158276,2015/9/1,"Burlington, North Carolina",North Carolina,9,921.875,3295.083333
323,"Alamance County, North Carolina",2015,158276,2015/10/1,"Burlington, North Carolina",North Carolina,10,912.25,3295.083333
324,"Alamance County, North Carolina",2015,158276,2015/2/1,"Burlington, North Carolina",North Carolina,2,907.25,3295.083333
325,"Alamance County, North Carolina",2016,159688,2016/9/1,"Burlington, North Carolina",North Carolina,9,936.75,3758.333333
326,"Alamance County, North Carolina",2016,159688,2016/12/1,"Burlington, North Carolina",North Carolina,12,946.5,3758.333333
327,"Alamance County, North Carolina",2016,159688,2016/10/1,"Burlington, North Carolina",North Carolina,10,941.75,3758.333333
328,"Alamance County, North Carolina",2016,159688,2016/2/1,"Burlington, North Carolina",North Carolina,2,894.125,3758.333333
329,"Alamance County, North Carolina",2016,159688,2016/4/1,"Burlington, North Carolina",North Carolina,4,906.625,3758.333333
330,"Alamance County, North Carolina",2016,159688,2016/11/1,"Burlington, North Carolina",North Carolina,11,944.875,3758.333333
331,"Alamance County, North Carolina",2016,159688,2016/8/1,"Burlington, North Carolina",North Carolina,8,931.125,3758.333333
332,"Alamance County, North Carolina",2016,159688,2016/5/1,"Burlington, North Carolina",North Carolina,5,915.875,3758.333333
333,"Alamance County, North Carolina",2016,159688,2016/7/1,"Burlington, North Carolina",North Carolina,7,927.125,3758.333333
334,"Alamance County, North Carolina",2016,159688,2016/6/1,"Burlington, North Carolina",North Carolina,6,922.875,3758.333333
335,"Alamance County, North Carolina",2016,159688,2016/3/1,"Burlington, North Carolina",North Carolina,3,900,3758.333333
336,"Alamance County, North Carolina",2016,159688,2016/1/1,"Burlington, North Carolina",North Carolina,1,892.875,3758.333333
337,"Alameda County, California",2013,1578891,2013/8/1,"San Francisco, California",California,8,2303.6875,6033.25
338,"Alameda County, California",2013,1578891,2013/5/1,"San Francisco, California",California,5,2302.625,6033.25
339,"Alameda County, California",2013,1578891,2013/10/1,"San Francisco, California",California,10,2348.6875,6033.25
340,"Alameda County, California",2013,1578891,2013/2/1,"San Francisco, California",California,2,2238.6875,6033.25
341,"Alameda County, California",2013,1578891,2013/12/1,"San Francisco, California",California,12,2408.5,6033.25
342,"Alameda County, California",2013,1578891,2013/9/1,"San Francisco, California",California,9,2320.4375,6033.25
343,"Alameda County, California",2013,1578891,2013/1/1,"San Francisco, California",California,1,2225.5625,6033.25
344,"Alameda County, California",2013,1578891,2013/7/1,"San Francisco, California",California,7,2305.3125,6033.25
345,"Alameda County, California",2013,1578891,2013/4/1,"San Francisco, California",California,4,2284.5,6033.25
346,"Alameda County, California",2013,1578891,2013/6/1,"San Francisco, California",California,6,2306.8125,6033.25
347,"Alameda County, California",2013,1578891,2013/11/1,"San Francisco, California",California,11,2387,6033.25
348,"Alameda County, California",2013,1578891,2013/3/1,"San Francisco, California",California,3,2262,6033.25
349,"Alameda County, California",2014,1610921,2014/2/1,"San Francisco, California",California,2,2444.75,6434.5
350,"Alameda County, California",2014,1610921,2014/7/1,"San Francisco, California",California,7,2553.5625,6434.5
351,"Alameda County, California",2014,1610921,2014/1/1,"San Francisco, California",California,1,2425.5,6434.5
352,"Alameda County, California",2014,1610921,2014/4/1,"San Francisco, California",California,4,2490.75,6434.5
353,"Alameda County, California",2014,1610921,2014/9/1,"San Francisco, California",California,9,2660.8125,6434.5
354,"Alameda County, California",2014,1610921,2014/10/1,"San Francisco, California",California,10,2707.0625,6434.5
355,"Alameda County, California",2014,1610921,2014/6/1,"San Francisco, California",California,6,2517.8125,6434.5
356,"Alameda County, California",2014,1610921,2014/11/1,"San Francisco, California",California,11,2752.75,6434.5
357,"Alameda County, California",2014,1610921,2014/12/1,"San Francisco, California",California,12,2792.375,6434.5
358,"Alameda County, California",2014,1610921,2014/8/1,"San Francisco, California",California,8,2602.5,6434.5
359,"Alameda County, California",2014,1610921,2014/5/1,"San Francisco, California",California,5,2504.3125,6434.5
360,"Alameda County, California",2014,1610921,2014/3/1,"San Francisco, California",California,3,2468.875,6434.5
361,"Alameda County, California",2015,1638215,2015/2/1,"San Francisco, California",California,2,2854.5625,6809.75
362,"Alameda County, California",2015,1638215,2015/11/1,"San Francisco, California",California,11,3134.375,6809.75
363,"Alameda County, California",2015,1638215,2015/1/1,"San Francisco, California",California,1,2826.4375,6809.75
364,"Alameda County, California",2015,1638215,2015/3/1,"San Francisco, California",California,3,2878.5625,6809.75
365,"Alameda County, California",2015,1638215,2015/10/1,"San Francisco, California",California,10,3113.125,6809.75
366,"Alameda County, California",2015,1638215,2015/8/1,"San Francisco, California",California,8,3065.125,6809.75
367,"Alameda County, California",2015,1638215,2015/9/1,"San Francisco, California",California,9,3093.9375,6809.75
368,"Alameda County, California",2015,1638215,2015/4/1,"San Francisco, California",California,4,2906.6875,6809.75
369,"Alameda County, California",2015,1638215,2015/7/1,"San Francisco, California",California,7,3022.3125,6809.75
370,"Alameda County, California",2015,1638215,2015/6/1,"San Francisco, California",California,6,2978.5,6809.75
371,"Alameda County, California",2015,1638215,2015/12/1,"San Francisco, California",California,12,3155.1875,6809.75
372,"Alameda County, California",2015,1638215,2015/5/1,"San Francisco, California",California,5,2937.25,6809.75
373,"Alameda County, California",2016,1647704,2016/8/1,"San Francisco, California",California,8,3270.875,7498.25
374,"Alameda County, California",2016,1647704,2016/12/1,"San Francisco, California",California,12,3248.125,7498.25
375,"Alameda County, California",2016,1647704,2016/5/1,"San Francisco, California",California,5,3222.6875,7498.25
376,"Alameda County, California",2016,1647704,2016/10/1,"San Francisco, California",California,10,3259.9375,7498.25
377,"Alameda County, California",2016,1647704,2016/3/1,"San Francisco, California",California,3,3194.625,7498.25
378,"Alameda County, California",2016,1647704,2016/1/1,"San Francisco, California",California,1,3178.9375,7498.25
379,"Alameda County, California",2016,1647704,2016/7/1,"San Francisco, California",California,7,3263.5,7498.25
380,"Alameda County, California",2016,1647704,2016/4/1,"San Francisco, California",California,4,3202.5,7498.25
381,"Alameda County, California",2016,1647704,2016/6/1,"San Francisco, California",California,6,3247.9375,7498.25
382,"Alameda County, California",2016,1647704,2016/2/1,"San Francisco, California",California,2,3188.875,7498.25
383,"Alameda County, California",2016,1647704,2016/11/1,"San Francisco, California",California,11,3255.5,7498.25
384,"Alameda County, California",2016,1647704,2016/9/1,"San Francisco, California",California,9,3266.4375,7498.25
385,"Albany County, New York",2013,306945,2013/7/1,"Albany, New York",New York,7,1439.928571,4648.166667
386,"Albany County, New York",2013,306945,2013/11/1,"Albany, New York",New York,11,1427.428571,4648.166667
387,"Albany County, New York",2013,306945,2013/3/1,"Albany, New York",New York,3,1423.214286,4648.166667
388,"Albany County, New York",2013,306945,2013/2/1,"Albany, New York",New York,2,1417.428571,4648.166667
389,"Albany County, New York",2013,306945,2013/12/1,"Albany, New York",New York,12,1426.285714,4648.166667
390,"Albany County, New York",2013,306945,2013/6/1,"Albany, New York",New York,6,1430.357143,4648.166667
391,"Albany County, New York",2013,306945,2013/10/1,"Albany, New York",New York,10,1430.642857,4648.166667
392,"Albany County, New York",2013,306945,2013/5/1,"Albany, New York",New York,5,1425.857143,4648.166667
393,"Albany County, New York",2013,306945,2013/1/1,"Albany, New York",New York,1,1416.5,4648.166667
394,"Albany County, New York",2013,306945,2013/8/1,"Albany, New York",New York,8,1441.928571,4648.166667
395,"Albany County, New York",2013,306945,2013/4/1,"Albany, New York",New York,4,1422.857143,4648.166667
396,"Albany County, New York",2013,306945,2013/9/1,"Albany, New York",New York,9,1438.714286,4648.166667
397,"Albany County, New York",2014,308171,2014/6/1,"Albany, New York",New York,6,1365.071429,5054.583333
398,"Albany County, New York",2014,308171,2014/12/1,"Albany, New York",New York,12,1454.785714,5054.583333
399,"Albany County, New York",2014,308171,2014/1/1,"Albany, New York",New York,1,1421.5,5054.583333
400,"Albany County, New York",2014,308171,2014/2/1,"Albany, New York",New York,2,1405.714286,5054.583333
401,"Albany County, New York",2014,308171,2014/3/1,"Albany, New York",New York,3,1395.142857,5054.583333
402,"Albany County, New York",2014,308171,2014/7/1,"Albany, New York",New York,7,1354.357143,5054.583333
403,"Albany County, New York",2014,308171,2014/11/1,"Albany, New York",New York,11,1430.285714,5054.583333
404,"Albany County, New York",2014,308171,2014/4/1,"Albany, New York",New York,4,1387.071429,5054.583333
405,"Albany County, New York",2014,308171,2014/9/1,"Albany, New York",New York,9,1372.857143,5054.583333
406,"Albany County, New York",2014,308171,2014/8/1,"Albany, New York",New York,8,1355.214286,5054.583333
407,"Albany County, New York",2014,308171,2014/5/1,"Albany, New York",New York,5,1380,5054.583333
408,"Albany County, New York",2014,308171,2014/10/1,"Albany, New York",New York,10,1397.857143,5054.583333
409,"Albany County, New York",2015,309381,2015/2/1,"Albany, New York",New York,2,1487,4753.5
410,"Albany County, New York",2015,309381,2015/4/1,"Albany, New York",New York,4,1520.5,4753.5
411,"Albany County, New York",2015,309381,2015/7/1,"Albany, New York",New York,7,1561.642857,4753.5
412,"Albany County, New York",2015,309381,2015/6/1,"Albany, New York",New York,6,1537.857143,4753.5
413,"Albany County, New York",2015,309381,2015/11/1,"Albany, New York",New York,11,1565.928571,4753.5
414,"Albany County, New York",2015,309381,2015/12/1,"Albany, New York",New York,12,1560.5,4753.5
415,"Albany County, New York",2015,309381,2015/5/1,"Albany, New York",New York,5,1529.5,4753.5
416,"Albany County, New York",2015,309381,2015/9/1,"Albany, New York",New York,9,1586.857143,4753.5
